form_key,runtime_path,xml_path,exception,canonical_question_id,resolution
RRMPBudget,budget_summary.cumulative_material_and_supplies,RR_MP_Budget_3_0.BudgetSummary.CumulativeMaterialAndSupplies,calculation_has_semantic_mapping,question-candidate:sha256:4f23a1c6d70667c89bdeeae848a356084620b6a948e1e7ac64993431faf94214,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_noof_trainees,RR_MP_Budget_3_0.BudgetSummary.CumulativeNoofTrainees,calculation_has_semantic_mapping,question-candidate:sha256:db33d0f975360db20f97d2eb6fc2f9dbe72b7f25f479b2c98e7c773ff3e8370b,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_10_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther10DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:b6ddc2c77daf04864e5c8aaa954e695068b4a10dddd1270e3af05a91743707a9,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_1_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther1DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:f8823721d566609c8d76e302949566b481e3594d7e53c7b2dcc66e0a591a566b,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_2_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther2DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:8b0607b0abd92b00c5884eefa4d4913af51b9e78f08981b65885b2bda25d3003,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_3_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther3DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:bbf4dfb6cb2c187928679bb11aa98df9dd83b9629b6bbf425aae3160a92e5804,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_4_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther4DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:bdd969a68aa4af4109e36fad5d013f1455c7122fca1391553a0cc112ecc325ea,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_5_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther5DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:230d04dc0e0ef5955be0b8971c1f04e4788c6da6576b7f71baec1499a3c0dcdd,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_6_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther6DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:057817acd30d5c0bc0f1098ff70d58dcf9238af2a72a159e97c7ce58d6fcc61e,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_7_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther7DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:226989227022652e86b32182718dbe932fd282dd5da740185547f8eb55f86908,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_8_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther8DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:091d24f93021995c57a1b9603e4805f29432acdd61a7deb1b4681f24c1e6c399,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_9_direct_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOther9DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:dd0b1d66fdef74dd8f5a3bf3662198bfbca5ef0ced7063ff0cca01268d5d61e6,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_other_trainee_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeOtherTraineeCost,calculation_has_semantic_mapping,question-candidate:sha256:8a964b7c884d246e18f9b3b435c5391396fd760ed38a1f595f4b9ea957ab1644,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_publication_costs,RR_MP_Budget_3_0.BudgetSummary.CumulativePublicationCosts,calculation_has_semantic_mapping,question-candidate:sha256:87b35aac3b2214e8987b789f6537a0d1a1c25ac1fbdbab36dfeca307357a93e0,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_subaward_consortium_contractual_costs,RR_MP_Budget_3_0.BudgetSummary.CumulativeSubawardConsortiumContractualCosts,calculation_has_semantic_mapping,question-candidate:sha256:e7e220ebd04fb582a0fa68614dd18234919ebd1fa50fe9d12aeff2cc4be60974,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_costs_fee,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalCostsFee,calculation_has_semantic_mapping,question-candidate:sha256:3aea6f01bbed603371600992a220ce4ba2d69cb30279466539c473ae9b987685,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_direct_costs,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedDirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:3274a46a210c73994b77e6e934651caed0d066040d7ec21b5b5ae6674a209a52,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_direct_indirect_costs,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedDirectIndirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:a7073e3769e6e79d439dc2c8d3b227b1e922e00bce7475f7368a8c0b7a4fbac8,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_equipment,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedEquipment,calculation_has_semantic_mapping,question-candidate:sha256:5e1747adc58afcbf4bcc880059127c9bc30c0a5c1069adb52635b74d6a75e87b,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_indirect_cost,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedIndirectCost,calculation_has_semantic_mapping,question-candidate:sha256:53a9e94fb129a9116992cb2082b69844634f44669d27f2cf09057fc9f37a81e4,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_other_direct_costs,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedOtherDirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:c1552be704e582db3b4a6d4ae2e781dbb2e39be5f8e55673177c24d7ba3f9a9f,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_other_personnel,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedOtherPersonnel,calculation_has_semantic_mapping,question-candidate:sha256:00bdaa7c47b25cb88b8216f1ce833ba18b1a195d8f4866c2fef2926b38603fc5,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_personnel,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedPersonnel,calculation_has_semantic_mapping,question-candidate:sha256:c7506bd23ac0eef068a535b05d44d9cc84a8a595c8a234b60a9b34cf4d475595,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_senior_key_person,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedSeniorKeyPerson,calculation_has_semantic_mapping,question-candidate:sha256:540dc3ca1be2453728abb4d1aea999974af4c38c595f22656b624a5bcb468a63,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_trainee_costs,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedTraineeCosts,calculation_has_semantic_mapping,question-candidate:sha256:61cefae042ee485a71e2b955c7d51c79646fd79a0fc5abf6820b78099f640d79,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_funds_requested_travel,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalFundsRequestedTravel,calculation_has_semantic_mapping,question-candidate:sha256:acdfd84afec1d1ddfe2662fe0a2b16f2e1d119e124fa2e8638f39da625fa5684,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_total_no_other_personnel,RR_MP_Budget_3_0.BudgetSummary.CumulativeTotalNoOtherPersonnel,calculation_has_semantic_mapping,question-candidate:sha256:f71b14435e01153f45dbc046f032aba6b55af6146420076a70aed4c3bbf76a8c,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_trainee_stipends,RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeStipends,calculation_has_semantic_mapping,question-candidate:sha256:bd060e491e4b4cf51ab15af777e8b3dc0f1f3553a6909196f659c1cabfff7a80,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_trainee_subsistence,RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeSubsistence,calculation_has_semantic_mapping,question-candidate:sha256:3467600ad3e6230b3a305a7ea1374a8ceb14bed78c98776a6c48cc33280454b1,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_trainee_travel,RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeTravel,calculation_has_semantic_mapping,question-candidate:sha256:47f19bb9af5094ae297e9ea37ce684294d47a743bebc5b9b74e72d40174f0345,excluded_from_question_denominator
RRMPBudget,budget_summary.cumulative_trainee_tuition_fees_health_insurance,RR_MP_Budget_3_0.BudgetSummary.CumulativeTraineeTuitionFeesHealthInsurance,calculation_has_semantic_mapping,question-candidate:sha256:3c5651334d9a2fd17324ecaad63d705f1b708b19cf45157ae02ed92e7a0ba7ec,excluded_from_question_denominator
RRMPBudget,budget_year[].indirect_costs.total_indirect_costs,RR_MP_Budget_3_0.BudgetYear.IndirectCosts.TotalIndirectCosts,calculation_has_semantic_mapping,question-candidate:sha256:cc8dc5b82bb4221da4913f1265e6ebb3806d0969442277583df71e35a7374f43,excluded_from_question_denominator
RRMPBudget,budget_year[].participant_trainee_support_costs.total_cost,RR_MP_Budget_3_0.BudgetYear.ParticipantTraineeSupportCosts.TotalCost,calculation_has_semantic_mapping,question-candidate:sha256:23225533a36d2ef97d2b5d298ec52e1e112d8e142ff8080666e68c6bbb4298d2,excluded_from_question_denominator
RRMPBudget,budget_year[].total_costs,RR_MP_Budget_3_0.BudgetYear.TotalCosts,calculation_has_semantic_mapping,question-candidate:sha256:5f6ef83185c0b01a03c00dbb0f6b734da82e0ba734fa4f45cbad2604598b8e3d,excluded_from_question_denominator
RRMPBudget,budget_year[].total_costs_fee,RR_MP_Budget_3_0.BudgetYear.TotalCostsFee,calculation_has_semantic_mapping,question-candidate:sha256:4af151d528dd9811b6136971acd695dc21201559d3a00902b7d8d5adadf21af9,excluded_from_question_denominator
RRMPBudget,budget_year[].travel.total_travel_cost,RR_MP_Budget_3_0.BudgetYear.Travel.TotalTravelCost,calculation_has_semantic_mapping,question-candidate:sha256:2fcc64ad5de6f1fca32a01e76d04366fa8e9e0c21885cbfa89c6991ce79ef5a1,excluded_from_question_denominator
RRMPSubawardBudget,att_1,RR_MP_SubawardBudget_3_0.ATT1,technical_field_has_semantic_mapping,question-candidate:sha256:c1efae39e3dd84639074287c86ed34e2268707238ae2838a67deff29cc683925,excluded_from_question_denominator
RRMPSubawardBudget,att_10,RR_MP_SubawardBudget_3_0.ATT10,technical_field_has_semantic_mapping,question-candidate:sha256:18a435320283ddd83a14a542f3ab5597fa1ffa993016352b806b928217f3e4b3,excluded_from_question_denominator
RRMPSubawardBudget,att_11,RR_MP_SubawardBudget_3_0.ATT11,technical_field_has_semantic_mapping,question-candidate:sha256:7863bbcfeb9726889eb5c836c50a7da188d75520e587bf92ca2b034f9d3dfe4e,excluded_from_question_denominator
RRMPSubawardBudget,att_12,RR_MP_SubawardBudget_3_0.ATT12,technical_field_has_semantic_mapping,question-candidate:sha256:355f8a3fdba2eb8acb044fc16c0921d24fa3abe103c39ffecd21c45118441fe5,excluded_from_question_denominator
RRMPSubawardBudget,att_13,RR_MP_SubawardBudget_3_0.ATT13,technical_field_has_semantic_mapping,question-candidate:sha256:228722d7abe78f90489e0ca46f1bab6eb5287cf8ab150b927032dfb45f865494,excluded_from_question_denominator
RRMPSubawardBudget,att_14,RR_MP_SubawardBudget_3_0.ATT14,technical_field_has_semantic_mapping,question-candidate:sha256:6855df1162f80e6c3a4d332516d813152aeed7dcc3bc0714e5705782e086d6e0,excluded_from_question_denominator
RRMPSubawardBudget,att_15,RR_MP_SubawardBudget_3_0.ATT15,technical_field_has_semantic_mapping,question-candidate:sha256:7bcaf8543a6d885a37736371482bff6fbc1ef232319e71554cefeb489be231bf,excluded_from_question_denominator
RRMPSubawardBudget,att_16,RR_MP_SubawardBudget_3_0.ATT16,technical_field_has_semantic_mapping,question-candidate:sha256:5b1ddc820cdb1ae52bc02ace0471f46213de1c597a01860de83673fadbeabd8b,excluded_from_question_denominator
RRMPSubawardBudget,att_17,RR_MP_SubawardBudget_3_0.ATT17,technical_field_has_semantic_mapping,question-candidate:sha256:f52543162b6b94441277d976408d607606cadf3931338ef1a5d4b39d6d8c33a5,excluded_from_question_denominator
RRMPSubawardBudget,att_18,RR_MP_SubawardBudget_3_0.ATT18,technical_field_has_semantic_mapping,question-candidate:sha256:368b9f298fdb88304c0288052dbce85673527dc39c4bc33e0849ff4068dca5fa,excluded_from_question_denominator
RRMPSubawardBudget,att_19,RR_MP_SubawardBudget_3_0.ATT19,technical_field_has_semantic_mapping,question-candidate:sha256:2b467638e95779012c808069e1aa8a5473be79cebe285db48887e1a69e983321,excluded_from_question_denominator
RRMPSubawardBudget,att_2,RR_MP_SubawardBudget_3_0.ATT2,technical_field_has_semantic_mapping,question-candidate:sha256:91220d2db70135ff65e711652909bedf44f3fe46d8f3bc8ba3b99cf7f73b8323,excluded_from_question_denominator
RRMPSubawardBudget,att_20,RR_MP_SubawardBudget_3_0.ATT20,technical_field_has_semantic_mapping,question-candidate:sha256:1010140a12dd7e7f6a2810575ee389bb37e90e158698b7e1da9de0e0b483c3c5,excluded_from_question_denominator
RRMPSubawardBudget,att_21,RR_MP_SubawardBudget_3_0.ATT21,technical_field_has_semantic_mapping,question-candidate:sha256:26666c11f205a8b9d5d90a557bd9b982436df96e6133c95dd67a0f9efc3bc8a6,excluded_from_question_denominator
RRMPSubawardBudget,att_22,RR_MP_SubawardBudget_3_0.ATT22,technical_field_has_semantic_mapping,question-candidate:sha256:0592704cc9d576201c2ef5ec012e8fb74cb43d693c7fcfcaafc507d673870567,excluded_from_question_denominator
RRMPSubawardBudget,att_23,RR_MP_SubawardBudget_3_0.ATT23,technical_field_has_semantic_mapping,question-candidate:sha256:44bcdaa97c432d7c92f87b38de69e3aa71e4a87c4e6498b7e3fda956b61c7802,excluded_from_question_denominator
RRMPSubawardBudget,att_24,RR_MP_SubawardBudget_3_0.ATT24,technical_field_has_semantic_mapping,question-candidate:sha256:5429adabcecbce1d449afa8d7743ccf91ed8b5cdba32d139ce0f78979f6b87b2,excluded_from_question_denominator
RRMPSubawardBudget,att_25,RR_MP_SubawardBudget_3_0.ATT25,technical_field_has_semantic_mapping,question-candidate:sha256:2eaa416bb94f5790d03cd1cc0c49e5e4d4984e2d64e83b93be3ffeefea909630,excluded_from_question_denominator
RRMPSubawardBudget,att_26,RR_MP_SubawardBudget_3_0.ATT26,technical_field_has_semantic_mapping,question-candidate:sha256:85f6e693032b64b97b094926b7870412c69335c1b37aa5e311670e75b8beb106,excluded_from_question_denominator
RRMPSubawardBudget,att_27,RR_MP_SubawardBudget_3_0.ATT27,technical_field_has_semantic_mapping,question-candidate:sha256:1ec93d088b47878547c4174ad3228df6e5080e058c3293d0e740c38a3160efbf,excluded_from_question_denominator
RRMPSubawardBudget,att_28,RR_MP_SubawardBudget_3_0.ATT28,technical_field_has_semantic_mapping,question-candidate:sha256:ab44630ffdcd5bc76c477afce66d17d125722ae1457b7b566f38a0697c33f949,excluded_from_question_denominator
RRMPSubawardBudget,att_29,RR_MP_SubawardBudget_3_0.ATT29,technical_field_has_semantic_mapping,question-candidate:sha256:a8d673d1bc6b064768a92c37f60b163b51aa440d4a337a41ee079c81ba974d05,excluded_from_question_denominator
RRMPSubawardBudget,att_3,RR_MP_SubawardBudget_3_0.ATT3,technical_field_has_semantic_mapping,question-candidate:sha256:eb55975a6900b333fe4863f3d53861bb494ea50fb82d1c98d0d7fb382ab5d1f2,excluded_from_question_denominator
RRMPSubawardBudget,att_30,RR_MP_SubawardBudget_3_0.ATT30,technical_field_has_semantic_mapping,question-candidate:sha256:96654bc0e24a64ace5fa01fe88333af3408b66a60449d453e2013e111eb210b1,excluded_from_question_denominator
RRMPSubawardBudget,att_4,RR_MP_SubawardBudget_3_0.ATT4,technical_field_has_semantic_mapping,question-candidate:sha256:863547861b5bfcdd8dd8949cdff547c7b616b3b7f2ad80d7fb816d9860791baa,excluded_from_question_denominator
RRMPSubawardBudget,att_5,RR_MP_SubawardBudget_3_0.ATT5,technical_field_has_semantic_mapping,question-candidate:sha256:51caae51f638f20b5470b516e6ec26d72151e06bc894682f7b98a41a279b800b,excluded_from_question_denominator
RRMPSubawardBudget,att_6,RR_MP_SubawardBudget_3_0.ATT6,technical_field_has_semantic_mapping,question-candidate:sha256:b0c4443d8d715e655d2e1e39f665760f5cd6f73cbed603c1daa4b382e0e80307,excluded_from_question_denominator
RRMPSubawardBudget,att_7,RR_MP_SubawardBudget_3_0.ATT7,technical_field_has_semantic_mapping,question-candidate:sha256:6b486ab1c08b0c1cd20872711f647c9d8f5510854a32ed175a49117c7ad5641f,excluded_from_question_denominator
RRMPSubawardBudget,att_8,RR_MP_SubawardBudget_3_0.ATT8,technical_field_has_semantic_mapping,question-candidate:sha256:cd04e53797f64064ba258e6ea4e7c2c6d17b573377ef3380cdb24c2d184b2896,excluded_from_question_denominator
RRMPSubawardBudget,att_9,RR_MP_SubawardBudget_3_0.ATT9,technical_field_has_semantic_mapping,question-candidate:sha256:7707c10157f7ed471046e9da76b296194910749563ed8595a23e67ff4b286fb1,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_adp_computer_services,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeADPComputerServices,calculation_has_semantic_mapping,question-candidate:sha256:a354b88bfdeb20b9a81889db1b382dd784f80ce42d8be12c59602afe29512de3,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_alterations_and_renovations,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeAlterationsAndRenovations,calculation_has_semantic_mapping,question-candidate:sha256:72ae3ef85e944fcad3f71973035147c06bc74bfec9cf32613387978d3dd259d1,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_consultant_services,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeConsultantServices,calculation_has_semantic_mapping,question-candidate:sha256:87331024c684a11044e4bb9c063363211f590d7314fc108c0824db8c1efdf3f1,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_domestic_travel_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeDomesticTravelCosts,calculation_has_semantic_mapping,question-candidate:sha256:55ee9c5d33aa16045284f9c06af1460030d675abf7c16042d34fe91f3cfb6e61,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_equipment_facility_rental_fees,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeEquipmentFacilityRentalFees,calculation_has_semantic_mapping,question-candidate:sha256:f92d95504bb4fe6266759a681788a2734db42f443dc3926b61400ca1dc1aef5c,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_fee,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeFee,calculation_has_semantic_mapping,question-candidate:sha256:7e6df4f3f01d74a8e61576139d643ff3a9ea9cf4a51854baaf6ec401c14ff325,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_foreign_travel_costs,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeForeignTravelCosts,calculation_has_semantic_mapping,question-candidate:sha256:037c8d3607c625930e62f02f01491020afe80d90e32460430f1a99b174d19916,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_material_and_supplies,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeMaterialAndSupplies,calculation_has_semantic_mapping,question-candidate:sha256:895d31ee09c54c4e8305d043025e5c74c7889e807f0d15ab2528cc703607aa93,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_noof_trainees,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeNoofTrainees,calculation_has_semantic_mapping,question-candidate:sha256:ad330da6b82d64a63e91daa8371293e263aa57fc8e7fd854deb34a76d42c98d7,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_10_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther10DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:14f4abbcb0826b01b59fe0e1bffd5432fb974eb520819117969398796b807ada,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_1_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther1DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:0e33ad23cb77f420a44cd4ba974b2f40996cba0fded221d62cd7c8b6abb5ae53,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_2_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther2DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:f9ac0cad6f707118d275073e0ca0ecdd361d552cd3845ebf8e44c8c022845a57,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_3_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther3DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:643b21aad9c9dbab0ab45c4481e7dffbe04a791a0a9b61513fc017ec354b7b81,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_4_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther4DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:c91560978ad545b0199d6439e53be89a44d1588a8d00ad09af55b5b6f57a714f,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_5_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther5DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:7701cc1f3dfd7f9562a9b131f1606ac7f3d8f323cf5f55f1579d56ce682681e4,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_6_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther6DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:6fee03752632f53cf6e1c26d8d393a48d3dd363720364808c18e7dd4f97641ad,excluded_from_question_denominator
RRMPSubawardBudget,budget_attachments.rr_mp_budget_3_0[].budget_summary.cumulative_other_7_direct_cost,RR_MP_SubawardBudget_3_0.BudgetAttachments.RR_MP_Budget_3_0.BudgetSummary.CumulativeOther7DirectCost,calculation_has_semantic_mapping,question-candidate:sha256:59c5eaa4f1931cd2e7a574a80ef05e527bd991064c964963700b6b30da3b308f,excluded_from_question_denominator
