form_key,question_id,semantic_identity,schema_id,analysis_classification,role,form_pointer,mapping_status,included_in_proposed_overlap,included_in_accepted_overlap,xml_path,type_source,type,xsd_source
KeyContacts,question:contact:phone,question:contact:phone::role:key_contact,urn:grants-form-kernel:questions:contact-phone:v1,semantic_question,key_contact,/properties/key_contacts/items/properties/phone,agent_proposed,True,False,/Key_Contacts_2_0/RoleOnProject[]/ContactPhone,GlobalLibrary-V2.0.xsd#TelephoneNumberDataType,string,https://apply07.grants.gov/apply/forms/schemas/Key_Contacts_2_0-V2.0.xsd
KeyContacts,question:contact:fax,question:contact:fax::role:key_contact,urn:grants-form-kernel:questions:contact-fax:v1,semantic_question,key_contact,/properties/key_contacts/items/properties/fax,agent_proposed,True,False,/Key_Contacts_2_0/RoleOnProject[]/ContactFax,GlobalLibrary-V2.0.xsd#TelephoneNumberDataType,string,https://apply07.grants.gov/apply/forms/schemas/Key_Contacts_2_0-V2.0.xsd
KeyContacts,question:contact:email,question:contact:email::role:key_contact,urn:grants-form-kernel:questions:contact-email:v1,semantic_question,key_contact,/properties/key_contacts/items/properties/email,agent_proposed,True,False,/Key_Contacts_2_0/RoleOnProject[]/ContactEmail,GlobalLibrary-V2.0.xsd#EmailDataType,string,https://apply07.grants.gov/apply/forms/schemas/Key_Contacts_2_0-V2.0.xsd
RRBudget,question:budget:budgetjustificationattachment,question:budget:budgetjustificationattachment::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetjustificationattachment:v1,semantic_question,applicant_budget,/properties/budget_justification_attachment,agent_proposed,True,False,,,,
RRBudget,question:budget:budgettype,question:budget:budgettype::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgettype:v1,semantic_question,applicant_budget,/properties/budget_type,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-budgetperiodenddate,question:budget:budgetyear-budgetperiodenddate::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-budgetperiodenddate:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/budget_period_end_date,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-budgetperiodstartdate,question:budget:budgetyear-budgetperiodstartdate::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-budgetperiodstartdate:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/budget_period_start_date,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-cognizantfederalagency,question:budget:budgetyear-cognizantfederalagency::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-cognizantfederalagency:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/cognizant_federal_agency,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-equipment-additionalequipmentsattachment,question:budget:budgetyear-equipment-additionalequipmentsattachment::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-equipment-additionalequipmentsattachment:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/equipment/properties/additional_equipments_attachment,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-equipment-equipmentlist-equipmentitem,question:budget:budgetyear-equipment-equipmentlist-equipmentitem::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-equipment-equipmentlist-equipmentitem:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/equipment/properties/equipment_list/items/properties/equipment_item,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-equipment-equipmentlist-fundsrequested,question:budget:budgetyear-equipment-equipmentlist-fundsrequested::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-equipment-equipmentlist-fundsrequested:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/equipment/properties/equipment_list/items/properties/funds_requested,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-equipment-totalfundforattachedequipment,question:budget:budgetyear-equipment-totalfundforattachedequipment::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-equipment-totalfundforattachedequipment:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/equipment/properties/total_fund_for_attached_equipment,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-fee,question:budget:budgetyear-fee::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-fee:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/fee,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-indirectcosts-indirectcost-base,question:budget:budgetyear-indirectcosts-indirectcost-base::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-indirectcosts-indirectcost-base:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/indirect_costs/properties/indirect_cost/items/properties/base,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-indirectcosts-indirectcost-costtype,question:budget:budgetyear-indirectcosts-indirectcost-costtype::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-indirectcosts-indirectcost-costtype:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/indirect_costs/properties/indirect_cost/items/properties/cost_type,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-indirectcosts-indirectcost-fundrequested,question:budget:budgetyear-indirectcosts-indirectcost-fundrequested::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-indirectcosts-indirectcost-fundrequested:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/indirect_costs/properties/indirect_cost/items/properties/fund_requested,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-indirectcosts-indirectcost-rate,question:budget:budgetyear-indirectcosts-indirectcost-rate::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-indirectcosts-indirectcost-rate:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/indirect_costs/properties/indirect_cost/items/properties/rate,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-attachedkeypersons,question:budget:budgetyear-keypersons-attachedkeypersons::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-attachedkeypersons:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/key_persons/properties/attached_key_persons,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-keyperson-academicmonths,question:budget:budgetyear-keypersons-keyperson-academicmonths::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-academicmonths:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/academic_months,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-keyperson-basesalary,question:budget:budgetyear-keypersons-keyperson-basesalary::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-basesalary:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/base_salary,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-keyperson-calendarmonths,question:budget:budgetyear-keypersons-keyperson-calendarmonths::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-calendarmonths:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/calendar_months,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-keyperson-fringebenefits,question:budget:budgetyear-keypersons-keyperson-fringebenefits::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-fringebenefits:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/fringe_benefits,agent_proposed,True,False,,,,
RRBudget,question:person:name:first,question:person:name:first::role:key_person,urn:grants-form-kernel:questions:person-name-first:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/name/properties/first_name,agent_proposed,True,False,,,,
RRBudget,question:person:name:last,question:person:name:last::role:key_person,urn:grants-form-kernel:questions:person-name-last:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/name/properties/last_name,agent_proposed,True,False,,,,
RRBudget,question:person:name:middle,question:person:name:middle::role:key_person,urn:grants-form-kernel:questions:person-name-middle:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/name/properties/middle_name,agent_proposed,True,False,,,,
RRBudget,question:person:name:prefix,question:person:name:prefix::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-name-prefixname:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/name/properties/prefix_name,agent_proposed,True,False,,,,
RRBudget,question:person:name:suffix,question:person:name:suffix::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-name-suffixname:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/name/properties/suffix_name,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-keyperson-projectrole,question:budget:budgetyear-keypersons-keyperson-projectrole::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-projectrole:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/project_role,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-keyperson-requestedsalary,question:budget:budgetyear-keypersons-keyperson-requestedsalary::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-requestedsalary:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/requested_salary,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-keyperson-summermonths,question:budget:budgetyear-keypersons-keyperson-summermonths::role:key_person,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-keyperson-summermonths:v1,semantic_question,key_person,/properties/budget_year/items/properties/key_persons/properties/key_person/items/properties/summer_months,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-keypersons-totalfundforattachedkeypersons,question:budget:budgetyear-keypersons-totalfundforattachedkeypersons::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-keypersons-totalfundforattachedkeypersons:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/key_persons/properties/total_fund_for_attached_key_persons,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-adpcomputerservices,question:budget:budgetyear-otherdirectcosts-adpcomputerservices::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-adpcomputerservices:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/adp_computer_services,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-alterationsrenovations,question:budget:budgetyear-otherdirectcosts-alterationsrenovations::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-alterationsrenovations:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/alterations_renovations,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-consultantservices,question:budget:budgetyear-otherdirectcosts-consultantservices::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-consultantservices:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/consultant_services,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-equipmentrentalfee,question:budget:budgetyear-otherdirectcosts-equipmentrentalfee::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-equipmentrentalfee:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/equipment_rental_fee,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-materialssupplies,question:budget:budgetyear-otherdirectcosts-materialssupplies::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-materialssupplies:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/materials_supplies,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost1-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost1-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost1-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_1/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost1-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost1-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost1-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_1/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost10-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost10-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost10-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_10/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost10-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost10-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost10-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_10/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost2-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost2-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost2-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_2/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost2-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost2-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost2-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_2/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost3-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost3-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost3-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_3/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost3-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost3-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost3-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_3/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost4-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost4-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost4-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_4/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost4-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost4-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost4-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_4/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost5-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost5-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost5-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_5/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost5-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost5-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost5-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_5/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost6-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost6-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost6-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_6/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost6-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost6-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost6-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_6/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost7-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost7-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost7-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_7/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost7-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost7-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost7-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_7/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost8-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost8-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost8-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_8/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost8-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost8-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost8-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_8/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost9-cost,question:budget:budgetyear-otherdirectcosts-otherdirectcost9-cost::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost9-cost:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_9/properties/cost,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-otherdirectcost9-description,question:budget:budgetyear-otherdirectcosts-otherdirectcost9-description::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-otherdirectcost9-description:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/other_direct_cost_9/properties/description,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-publicationcosts,question:budget:budgetyear-otherdirectcosts-publicationcosts::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-publicationcosts:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/publication_costs,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherdirectcosts-subawardconsortiumcontractualcosts,question:budget:budgetyear-otherdirectcosts-subawardconsortiumcontractualcosts::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherdirectcosts-subawardconsortiumcontractualcosts:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_direct_costs/properties/subaward_consortium_contractual_costs,agent_proposed,True,False,,,,
RRBudget,question:budget:budgetyear-otherpersonnel-graduatestudents-academicmonths,question:budget:budgetyear-otherpersonnel-graduatestudents-academicmonths::role:applicant_budget,urn:grants-form-kernel:questions:budget:budgetyear-otherpersonnel-graduatestudents-academicmonths:v1,semantic_question,applicant_budget,/properties/budget_year/items/properties/other_personnel/properties/graduate_students/properties/academic_months,agent_proposed,True,False,,,,
